user_id,item,gender,city,device,channel,age_bucket,user_active_days_7,user_ctr,item_price,item_popularity,time_since_last_click,hist_item_seq,click,conversion
1397220,item_ELEC_784,M,Shenzhen,Web,push,45-54,1,0.11064536240961877,108.21540841503067,0.0965472111098839,23.970773660588875,"item_HOME_756,item_BEAUTY_180,item_ELEC_172,item_BEAUTY_171,item_SPORT_772,item_FOOD_151,item_FOOD_972,item_CLOTH_105,item_SPORT_444,item_CLOTH_963,item_HOME_646,item_SPORT_186,item_HOME_269,item_CLOTH_495,item_BEAUTY_365,item_BEAUTY_275,item_FOOD_616,item_SPORT_392,item_CLOTH_232,item_BEAUTY_595,item_BEAUTY_719,item_CLOTH_795,item_CLOTH_823,item_SPORT_824,item_FOOD_578,item_CLOTH_362,item_BEAUTY_953",1,0
1925095,item_HOME_310,F,Others,Android,other,35-44,7,0.19708622158600933,150.38583784618174,0.281944424136212,54.126933801318,"item_HOME_228,item_FOOD_200,item_BEAUTY_469,item_SPORT_367,item_BEAUTY_104,item_FOOD_487,item_FOOD_692,item_HOME_195,item_SPORT_103,item_SPORT_558,item_ELEC_346,item_SPORT_305,item_HOME_675,item_HOME_717,item_SPORT_108,item_SPORT_990,item_SPORT_116",0,0
1581626,item_HOME_799,M,Hangzhou,Android,organic,35-44,6,0.33194392900858055,214.41183244742857,0.13096489760670735,48.29512896889719,"item_BEAUTY_662,item_SPORT_228,item_CLOTH_970,item_CLOTH_503,item_BEAUTY_389,item_ELEC_320,item_BEAUTY_769,item_ELEC_547,item_HOME_330,item_HOME_240,item_CLOTH_702,item_FOOD_670,item_SPORT_215,item_HOME_998,item_BEAUTY_395,item_SPORT_869,item_FOOD_223,item_BEAUTY_225,item_HOME_640,item_SPORT_220,item_HOME_206,item_SPORT_889,item_FOOD_545,item_ELEC_360,item_SPORT_998,item_FOOD_510",0,0
1493062,item_BEAUTY_558,F,Hangzhou,iOS,push,18-24,2,0.19213835578458754,285.7025459317458,0.23903426456358057,24.437310307936173,"item_SPORT_852,item_ELEC_948,item_SPORT_387,item_SPORT_577",1,0
1339764,item_ELEC_554,F,Shenzhen,iOS,organic,<18,1,0.034055568327851254,138.93019041565057,0.23946988594943142,1.838099851352458,"item_CLOTH_513,item_HOME_621,item_FOOD_912,item_BEAUTY_729,item_ELEC_373,item_SPORT_149,item_ELEC_550,item_FOOD_947,item_CLOTH_864,item_SPORT_101,item_BEAUTY_173",0,0
1030826,item_HOME_107,F,Guangzhou,Android,organic,35-44,0,0.02985916487706202,118.40235889055546,0.33133931029854286,50.15025840791776,"item_CLOTH_109,item_ELEC_851,item_HOME_346,item_CLOTH_815,item_CLOTH_207,item_SPORT_960,item_SPORT_865,item_BEAUTY_189,item_SPORT_275,item_FOOD_980,item_FOOD_531,item_ELEC_284,item_ELEC_908,item_HOME_427,item_ELEC_505,item_FOOD_325,item_CLOTH_549,item_SPORT_218,item_CLOTH_567,item_ELEC_209,item_FOOD_628,item_HOME_781,item_CLOTH_257,item_SPORT_665,item_HOME_735,item_CLOTH_128,item_FOOD_531",0,0
1443243,item_BEAUTY_891,F,Guangzhou,Android,organic,25-34,3,0.12612646645934744,264.65296426786495,0.20621623299598177,6.632280892790858,"item_ELEC_895,item_ELEC_384,item_ELEC_768",0,0
1843768,item_ELEC_561,M,Guangzhou,Android,other,<18,2,0.14290704206384086,114.01464990335096,0.36194170927713154,59.20336511343406,"item_SPORT_175,item_CLOTH_265,item_ELEC_396,item_BEAUTY_409,item_BEAUTY_431,item_SPORT_510,item_HOME_212,item_CLOTH_501,item_ELEC_252,item_FOOD_515,item_FOOD_570,item_BEAUTY_809,item_ELEC_881",1,0
1126057,item_ELEC_302,F,Guangzhou,iOS,other,25-34,4,0.08842618125873758,25.436382386630775,0.16065897261003145,12.965565383566847,"item_ELEC_608,item_ELEC_364,item_FOOD_686,item_HOME_657,item_FOOD_166,item_FOOD_262,item_BEAUTY_153,item_SPORT_840,item_BEAUTY_570,item_BEAUTY_847,item_CLOTH_390,item_BEAUTY_480,item_SPORT_774,item_FOOD_914,item_SPORT_686,item_SPORT_650,item_CLOTH_778,item_SPORT_412,item_FOOD_357,item_CLOTH_302,item_BEAUTY_528",0,0
1190747,item_CLOTH_983,M,Shenzhen,iOS,other,18-24,2,0.154527201874049,288.29383961071153,0.2931696547397722,3.1994723556624356,"item_BEAUTY_837,item_HOME_213,item_ELEC_612,item_ELEC_361,item_FOOD_194,item_SPORT_674,item_SPORT_948,item_HOME_385,item_BEAUTY_976,item_CLOTH_852,item_BEAUTY_300,item_ELEC_477,item_CLOTH_852,item_SPORT_614,item_FOOD_335,item_BEAUTY_151,item_CLOTH_799,item_FOOD_649,item_BEAUTY_213,item_BEAUTY_947,item_SPORT_822,item_BEAUTY_948,item_CLOTH_273,item_FOOD_133,item_FOOD_413,item_ELEC_705,item_HOME_699,item_ELEC_506",1,0
1922097,item_SPORT_648,F,Others,iOS,organic,<18,1,0.0669907020857056,301.3240187725489,0.16966985349722438,16.493166450160626,"item_FOOD_388,item_BEAUTY_156,item_SPORT_517,item_ELEC_372,item_ELEC_939,item_FOOD_486,item_FOOD_869,item_ELEC_541,item_SPORT_170,item_HOME_657,item_SPORT_286,item_FOOD_457,item_HOME_107,item_ELEC_229,item_CLOTH_703,item_HOME_499,item_FOOD_313",0,0
1959741,item_FOOD_419,M,Hangzhou,Android,push,25-34,4,0.23294739341480142,346.50237792766904,0.3562485668240138,13.076714976277504,"item_FOOD_588,item_FOOD_500,item_FOOD_242,item_ELEC_669,item_SPORT_113,item_HOME_844,item_HOME_725,item_BEAUTY_459,item_FOOD_621,item_SPORT_583,item_ELEC_744,item_ELEC_313,item_FOOD_816,item_CLOTH_183,item_BEAUTY_358,item_CLOTH_971,item_HOME_351,item_SPORT_692,item_BEAUTY_690,item_CLOTH_132",1,1
1974178,item_SPORT_925,M,Shenzhen,Web,ad,45-54,7,0.07243894515756592,36.10749525008225,0.43716216856894907,39.99201121002018,"item_ELEC_710,item_BEAUTY_422,item_HOME_233,item_ELEC_217,item_CLOTH_863,item_FOOD_966,item_CLOTH_732,item_FOOD_771,item_SPORT_809,item_CLOTH_423,item_CLOTH_744,item_FOOD_598,item_HOME_844,item_CLOTH_495,item_FOOD_573,item_CLOTH_592,item_CLOTH_448,item_SPORT_510,item_CLOTH_914,item_SPORT_395,item_FOOD_443,item_FOOD_761,item_FOOD_850,item_SPORT_751,item_SPORT_718",0,0
1533916,item_HOME_316,M,Hangzhou,Web,organic,25-34,0,0.29958296560396036,83.1497298429062,0.1744675883055153,23.593088428322115,"item_HOME_946,item_ELEC_273,item_FOOD_332,item_HOME_888,item_ELEC_660,item_ELEC_759,item_BEAUTY_664,item_SPORT_468,item_HOME_580,item_HOME_296,item_ELEC_883,item_FOOD_977,item_ELEC_934,item_SPORT_890,item_FOOD_832,item_SPORT_747,item_FOOD_499,item_FOOD_674,item_CLOTH_464,item_HOME_449,item_BEAUTY_365,item_HOME_425,item_FOOD_920,item_HOME_177,item_SPORT_896,item_HOME_126,item_CLOTH_287",0,0
1834152,item_HOME_763,M,Guangzhou,iOS,push,25-34,7,0.19199761236670684,215.48392501189332,0.32991068443087146,76.11607882146109,"item_HOME_619,item_FOOD_605,item_CLOTH_443,item_SPORT_620,item_ELEC_293,item_CLOTH_792,item_BEAUTY_339,item_FOOD_586,item_CLOTH_240,item_SPORT_420,item_BEAUTY_821,item_CLOTH_187,item_CLOTH_316,item_SPORT_226,item_ELEC_824,item_CLOTH_800,item_BEAUTY_104",0,0
1246582,item_HOME_214,F,Beijing,Web,push,45-54,4,0.1305590884433292,179.6230503014652,0.24023376357813844,98.86574761585527,"item_HOME_249,item_ELEC_674,item_SPORT_153,item_CLOTH_912,item_SPORT_604,item_SPORT_807,item_CLOTH_729,item_CLOTH_154,item_FOOD_821,item_ELEC_113,item_SPORT_551,item_ELEC_943,item_FOOD_427,item_BEAUTY_198,item_HOME_453,item_ELEC_593,item_FOOD_864,item_SPORT_420,item_FOOD_154,item_SPORT_289,item_HOME_393,item_SPORT_262,item_FOOD_275,item_SPORT_529,item_HOME_758,item_FOOD_847",0,0
1972566,item_BEAUTY_402,F,Beijing,iOS,push,45-54,5,0.1114784358268403,266.92504758672396,0.7872618293669872,2.810354526287934,"item_ELEC_370,item_BEAUTY_219,item_FOOD_584,item_FOOD_183,item_BEAUTY_630,item_BEAUTY_834,item_SPORT_918,item_CLOTH_882,item_BEAUTY_733,item_BEAUTY_110,item_ELEC_328,item_CLOTH_578,item_FOOD_877,item_CLOTH_168,item_SPORT_848,item_BEAUTY_994,item_BEAUTY_615,item_BEAUTY_888,item_ELEC_996,item_BEAUTY_836,item_CLOTH_562,item_SPORT_712,item_ELEC_140,item_SPORT_831",0,0
1927525,item_BEAUTY_361,M,Others,Android,push,>=55,2,0.11276374144820081,211.19868670650314,0.08108453479202728,12.826439769647415,"item_FOOD_560,item_FOOD_656,item_CLOTH_282,item_SPORT_566,item_CLOTH_390,item_FOOD_968,item_BEAUTY_621,item_ELEC_236,item_FOOD_690,item_BEAUTY_231,item_HOME_271,item_FOOD_720,item_HOME_478,item_CLOTH_519,item_HOME_529,item_ELEC_583,item_BEAUTY_229,item_ELEC_559",0,0
1830983,item_BEAUTY_126,Unknown,Shenzhen,Android,organic,<18,1,0.1696558131652052,10.0,0.2578550158311824,18.2843701704752,"item_HOME_137,item_CLOTH_921,item_SPORT_539,item_FOOD_907,item_HOME_245,item_BEAUTY_451,item_FOOD_385,item_FOOD_193,item_HOME_657,item_HOME_518,item_SPORT_177,item_SPORT_966,item_BEAUTY_622,item_BEAUTY_543,item_FOOD_118,item_ELEC_557,item_HOME_514,item_FOOD_910,item_BEAUTY_215,item_SPORT_887,item_SPORT_369,item_ELEC_323,item_SPORT_979,item_FOOD_340,item_BEAUTY_164,item_HOME_852,item_ELEC_771",1,0
1987926,item_SPORT_457,M,Others,Web,organic,<18,3,0.1600255664682298,284.5016337332003,0.13079922294055227,2.011480316409438,"item_BEAUTY_409,item_BEAUTY_250,item_CLOTH_553,item_ELEC_838,item_BEAUTY_960,item_BEAUTY_836,item_BEAUTY_142,item_ELEC_268,item_FOOD_123",0,0
1498945,item_SPORT_142,F,Hangzhou,Android,organic,25-34,4,0.13603725262863503,141.72709480886755,0.363795126064549,6.721545294190774,"item_SPORT_845,item_SPORT_436,item_CLOTH_402,item_FOOD_739",0,0
1313191,item_SPORT_695,M,Others,iOS,push,18-24,3,0.1555747265676085,343.15196806492054,0.17596636186588138,2.5810835178357046,"item_CLOTH_403,item_FOOD_939,item_HOME_811,item_FOOD_930",1,0
1368757,item_HOME_750,F,Beijing,Android,other,18-24,6,0.3672454683042517,273.4302282769553,0.38775878435361594,29.84862331232836,"item_BEAUTY_705,item_HOME_529,item_BEAUTY_734,item_FOOD_974,item_ELEC_681,item_SPORT_676,item_CLOTH_712,item_FOOD_329,item_FOOD_660,item_ELEC_285,item_FOOD_146,item_CLOTH_348,item_FOOD_373,item_ELEC_144,item_SPORT_878",0,0
1103957,item_SPORT_303,M,Others,Web,other,18-24,4,0.136824661617864,378.74381505214575,0.5454927429622708,4.047295716268802,item_HOME_414,0,0
1435240,item_FOOD_561,M,Guangzhou,Web,ad,35-44,3,0.17126452886768387,205.5268286175256,0.0829896401234254,46.10858373543422,"item_ELEC_565,item_SPORT_685,item_CLOTH_480,item_BEAUTY_528,item_CLOTH_798,item_ELEC_883,item_BEAUTY_897,item_CLOTH_270,item_ELEC_855,item_HOME_927,item_CLOTH_919,item_HOME_244,item_ELEC_598,item_HOME_384,item_ELEC_269,item_SPORT_869,item_SPORT_495,item_SPORT_179,item_CLOTH_300,item_ELEC_283,item_BEAUTY_775,item_SPORT_358",0,0
1568719,item_BEAUTY_137,M,Others,Web,ad,18-24,7,0.0953232947575321,275.1439756186838,0.29577480973858417,1.0231096964448498,"item_ELEC_629,item_BEAUTY_375,item_CLOTH_527,item_BEAUTY_174,item_FOOD_387,item_BEAUTY_509,item_HOME_887,item_FOOD_721,item_FOOD_158,item_BEAUTY_808,item_HOME_781,item_SPORT_840",1,0
1290371,item_SPORT_957,F,Hangzhou,Web,ad,>=55,2,0.16242805170083072,210.7802166119938,0.2812431145925374,3.2810719286723513,"item_CLOTH_800,item_SPORT_343,item_HOME_174,item_SPORT_233,item_BEAUTY_673,item_HOME_684,item_FOOD_298,item_SPORT_531,item_HOME_410,item_ELEC_487,item_FOOD_132,item_SPORT_430,item_FOOD_693,item_HOME_113,item_CLOTH_746,item_ELEC_566,item_FOOD_720,item_CLOTH_323,item_SPORT_821,item_HOME_745,item_ELEC_948,item_ELEC_653,item_BEAUTY_330,item_BEAUTY_206,item_SPORT_180,item_CLOTH_291,item_CLOTH_341,item_CLOTH_559,item_FOOD_727,item_FOOD_283",1,0
1596385,item_CLOTH_283,F,Hangzhou,Android,ad,45-54,1,0.019766400893478194,324.6014563582913,0.22263549481838668,65.10981162843544,"item_FOOD_903,item_HOME_379,item_BEAUTY_317,item_BEAUTY_308,item_FOOD_406,item_CLOTH_719,item_SPORT_615,item_SPORT_421,item_HOME_496,item_HOME_732,item_BEAUTY_740,item_HOME_147,item_CLOTH_280",0,0
1045130,item_CLOTH_874,F,Shenzhen,Android,push,45-54,5,0.06776829603249854,207.35620072195053,0.31241578564776556,38.00758583919526,"item_CLOTH_587,item_ELEC_215,item_HOME_329,item_ELEC_338,item_CLOTH_374,item_HOME_811,item_ELEC_191,item_BEAUTY_196,item_SPORT_245,item_CLOTH_448,item_BEAUTY_319,item_SPORT_410,item_SPORT_848,item_ELEC_789,item_SPORT_591,item_SPORT_145,item_ELEC_183,item_FOOD_575,item_SPORT_132,item_BEAUTY_531,item_SPORT_494,item_SPORT_973,item_BEAUTY_183",1,0
1397262,item_BEAUTY_838,M,Beijing,iOS,other,>=55,2,0.3024261847977106,223.86210454620627,0.6669676561293691,6.5331020498435075,"item_HOME_689,item_SPORT_917,item_ELEC_364,item_CLOTH_391,item_ELEC_625,item_CLOTH_668,item_ELEC_341,item_CLOTH_140,item_BEAUTY_924,item_HOME_449,item_BEAUTY_187,item_FOOD_829,item_HOME_942,item_BEAUTY_969,item_ELEC_526,item_SPORT_208",0,0
1364078,item_CLOTH_442,M,Shenzhen,iOS,push,>=55,3,0.19589660410669554,107.2206083263416,0.2893321167813783,9.120734197659303,"item_BEAUTY_793,item_HOME_455,item_BEAUTY_761,item_FOOD_398,item_FOOD_326,item_BEAUTY_226,item_BEAUTY_141,item_BEAUTY_365,item_CLOTH_624,item_FOOD_633,item_CLOTH_460,item_SPORT_301,item_HOME_593,item_ELEC_599,item_SPORT_817,item_FOOD_274",1,0
1059810,item_HOME_840,F,Others,Android,push,18-24,4,0.34474601547518996,108.31770203994138,0.3001531570579067,35.823663978178175,"item_FOOD_916,item_CLOTH_909,item_HOME_656,item_HOME_457,item_CLOTH_680,item_CLOTH_592,item_CLOTH_814,item_CLOTH_438,item_FOOD_520,item_FOOD_407,item_SPORT_410,item_ELEC_633,item_HOME_559,item_CLOTH_741,item_ELEC_302,item_SPORT_332,item_ELEC_205,item_FOOD_568,item_ELEC_233,item_CLOTH_724,item_HOME_154,item_BEAUTY_848,item_ELEC_218,item_FOOD_601,item_FOOD_511,item_BEAUTY_624,item_ELEC_345,item_ELEC_527,item_CLOTH_799",1,0
1614431,item_BEAUTY_149,F,Guangzhou,iOS,push,<18,0,0.13709495053605045,454.6002034460909,0.3390957910363363,31.72733239229074,"item_ELEC_162,item_BEAUTY_273,item_FOOD_368,item_ELEC_427,item_BEAUTY_809,item_HOME_726",1,0
1221987,item_CLOTH_559,F,Others,Web,ad,<18,3,0.3541931882139584,112.62596970693245,0.23807870714911802,32.458482312495846,"item_FOOD_451,item_HOME_762,item_HOME_569,item_CLOTH_716,item_SPORT_849,item_CLOTH_267,item_FOOD_925,item_SPORT_552,item_BEAUTY_492,item_FOOD_546,item_ELEC_201,item_BEAUTY_645,item_CLOTH_750,item_ELEC_450",0,0
1298831,item_ELEC_711,F,Hangzhou,Web,push,25-34,5,0.08160768122634954,265.69898933731616,0.48536263982281863,1.4336798491145228,"item_ELEC_146,item_HOME_202,item_HOME_774,item_HOME_162,item_ELEC_836,item_HOME_158,item_FOOD_682,item_SPORT_441,item_HOME_388,item_BEAUTY_635,item_HOME_743,item_HOME_924,item_FOOD_791",0,0
1733667,item_CLOTH_183,M,Shenzhen,Web,push,35-44,0,0.05653744123185491,181.87649079043868,0.28694802422578053,8.23561151552562,"item_ELEC_112,item_HOME_305,item_HOME_637,item_SPORT_942,item_ELEC_331,item_BEAUTY_527,item_FOOD_287,item_BEAUTY_910,item_ELEC_311,item_BEAUTY_183,item_SPORT_746,item_SPORT_288,item_ELEC_364,item_BEAUTY_343,item_SPORT_342,item_BEAUTY_590,item_CLOTH_905",0,0
1014819,item_BEAUTY_780,F,Shenzhen,Android,ad,45-54,0,0.14704149941671854,118.02768009938895,0.22889724441682793,6.8684875495030235,item_CLOTH_231,0,0
1599702,item_BEAUTY_550,M,Others,Web,other,<18,2,0.12248702519118139,298.146069748166,0.25467041369555876,10.043460766277303,"item_SPORT_396,item_BEAUTY_148,item_BEAUTY_771,item_FOOD_288,item_BEAUTY_552,item_ELEC_435,item_HOME_884,item_HOME_163,item_SPORT_779,item_HOME_264,item_CLOTH_471,item_ELEC_743,item_HOME_669,item_HOME_613,item_HOME_150,item_ELEC_320,item_SPORT_703,item_CLOTH_686,item_ELEC_605,item_BEAUTY_752",0,0
1801333,item_BEAUTY_680,M,Shenzhen,Web,ad,25-34,5,0.3370941215276903,285.0099516950492,0.1738955647510575,1.7164027920040135,"item_HOME_557,item_CLOTH_435,item_HOME_505,item_SPORT_544,item_ELEC_466,item_BEAUTY_628,item_CLOTH_228,item_HOME_256",0,0
1858157,item_BEAUTY_520,F,Guangzhou,Web,push,45-54,1,0.12113361286625604,222.71957823435207,0.20253351342998877,31.034297137635303,"item_ELEC_706,item_BEAUTY_876,item_SPORT_549,item_HOME_206,item_HOME_536,item_HOME_150,item_CLOTH_350,item_CLOTH_137,item_ELEC_756,item_ELEC_129,item_FOOD_631,item_HOME_915,item_FOOD_735,item_FOOD_930,item_CLOTH_537,item_ELEC_210,item_SPORT_576",0,0
1645214,item_CLOTH_155,M,Shenzhen,Android,push,>=55,6,0.46388136921413076,18.891760992381094,0.6515523331407729,6.9104246841070704,"item_ELEC_674,item_ELEC_404,item_CLOTH_220,item_SPORT_730,item_HOME_385,item_SPORT_181,item_SPORT_993,item_CLOTH_200,item_FOOD_920,item_SPORT_990,item_BEAUTY_838,item_ELEC_917,item_HOME_513,item_HOME_581,item_CLOTH_295,item_ELEC_486,item_HOME_963,item_HOME_313,item_SPORT_414,item_FOOD_355",1,0
1684248,item_HOME_449,M,Beijing,Web,ad,>=55,7,0.20514875731508952,185.1901992522924,0.4817439521274176,21.41492732448212,"item_FOOD_139,item_CLOTH_536,item_SPORT_599,item_FOOD_880,item_SPORT_615,item_BEAUTY_954,item_HOME_124,item_BEAUTY_545,item_FOOD_307,item_SPORT_433,item_CLOTH_293,item_FOOD_333,item_ELEC_990,item_BEAUTY_930,item_ELEC_400,item_SPORT_171,item_SPORT_617,item_BEAUTY_987,item_SPORT_941,item_SPORT_782,item_FOOD_972,item_FOOD_860,item_FOOD_829,item_ELEC_264",1,0
1183460,item_ELEC_212,F,Others,iOS,organic,35-44,0,0.15666063578148817,88.41244792793178,0.06127878477728557,127.833694719144,"item_CLOTH_254,item_BEAUTY_382,item_CLOTH_768,item_SPORT_257",0,0
1667776,item_BEAUTY_983,F,Guangzhou,Web,ad,>=55,1,0.3101865996757493,90.92473408770157,0.5257305814077055,58.700700926572054,"item_FOOD_976,item_CLOTH_614,item_SPORT_617,item_HOME_850,item_SPORT_261,item_FOOD_947,item_ELEC_452",0,0
1897595,item_SPORT_350,M,Shanghai,iOS,push,45-54,6,0.17049249528151256,164.23721384116567,0.10473364014830064,6.439658387418223,"item_ELEC_651,item_SPORT_193,item_FOOD_394,item_ELEC_950,item_HOME_117,item_FOOD_125,item_BEAUTY_300,item_SPORT_793,item_BEAUTY_504",0,0
1988142,item_BEAUTY_203,M,Shenzhen,Android,push,>=55,4,0.27041224392842644,150.85634398744128,0.3317833868651579,17.272297627936542,"item_SPORT_789,item_BEAUTY_641,item_BEAUTY_312,item_HOME_346,item_SPORT_415,item_FOOD_723,item_SPORT_973,item_ELEC_684,item_ELEC_477",0,0
1808608,item_FOOD_487,F,Shanghai,iOS,other,25-34,1,0.24828555527937404,363.3844986313578,0.22095159674463044,67.35194144762752,"item_FOOD_738,item_HOME_630,item_CLOTH_812,item_SPORT_415,item_ELEC_124,item_ELEC_288,item_CLOTH_429,item_HOME_376,item_BEAUTY_847,item_BEAUTY_994,item_CLOTH_896,item_ELEC_298,item_CLOTH_563,item_CLOTH_377,item_ELEC_526,item_SPORT_917,item_SPORT_710",0,0
1560089,item_SPORT_891,F,Hangzhou,Web,push,45-54,7,0.11392440292497938,35.623022176829366,0.5800618363683361,36.504061013826245,"item_SPORT_965,item_CLOTH_734,item_BEAUTY_404,item_ELEC_704,item_BEAUTY_106,item_SPORT_847,item_BEAUTY_258,item_FOOD_678,item_ELEC_924,item_ELEC_815,item_BEAUTY_805,item_ELEC_154,item_ELEC_472,item_SPORT_968,item_ELEC_195,item_FOOD_377,item_FOOD_651,item_HOME_118,item_FOOD_908",0,0
1164732,item_BEAUTY_340,M,Shanghai,iOS,other,>=55,6,0.2236204279765348,195.1269138317355,0.08776497184625447,6.181699781735581,"item_BEAUTY_755,item_CLOTH_523,item_CLOTH_552,item_ELEC_686,item_SPORT_294,item_FOOD_164,item_SPORT_477,item_ELEC_124,item_HOME_787,item_ELEC_799,item_CLOTH_934,item_HOME_562,item_SPORT_272,item_CLOTH_440,item_SPORT_346,item_FOOD_312,item_SPORT_494,item_HOME_197,item_BEAUTY_405,item_BEAUTY_368,item_FOOD_178,item_CLOTH_534,item_ELEC_960,item_ELEC_134,item_CLOTH_506,item_SPORT_200,item_HOME_731,item_HOME_481",0,0
1371819,item_CLOTH_390,F,Guangzhou,iOS,organic,<18,3,0.08467971309707154,10.0,0.23658602941489995,31.705854340956698,"item_BEAUTY_792,item_SPORT_742,item_HOME_522,item_HOME_267,item_HOME_701,item_HOME_454,item_SPORT_525,item_CLOTH_925,item_SPORT_842,item_CLOTH_538,item_ELEC_953,item_SPORT_796,item_BEAUTY_663,item_CLOTH_843,item_BEAUTY_972,item_CLOTH_132",0,0
1015666,item_BEAUTY_589,M,Shenzhen,Web,organic,45-54,7,0.32517172034512853,291.725439322016,0.26751786387477827,9.348639183738216,"item_BEAUTY_116,item_ELEC_390,item_CLOTH_360,item_ELEC_162,item_SPORT_949,item_HOME_892,item_ELEC_887,item_FOOD_350,item_HOME_877,item_CLOTH_692,item_HOME_990,item_SPORT_515,item_ELEC_154,item_ELEC_561,item_FOOD_359,item_HOME_274,item_CLOTH_127,item_SPORT_923,item_SPORT_332,item_HOME_676,item_HOME_704,item_FOOD_761,item_FOOD_325,item_FOOD_725,item_BEAUTY_905,item_BEAUTY_593,item_HOME_482,item_ELEC_156,item_FOOD_322,item_CLOTH_467",0,0
1498725,item_ELEC_819,F,Beijing,Android,other,>=55,5,0.25688829520846757,138.75877315190996,0.02919225902837259,6.546627407767232,,0,0
1183257,item_HOME_448,M,Shanghai,Android,ad,<18,2,0.28406856192178587,293.1004155326493,0.03313025742001318,46.86781592687829,"item_FOOD_870,item_FOOD_903,item_SPORT_378,item_SPORT_625,item_SPORT_596,item_CLOTH_903,item_ELEC_488,item_HOME_129,item_SPORT_105,item_CLOTH_188,item_CLOTH_293,item_FOOD_288,item_CLOTH_876,item_SPORT_183,item_SPORT_359,item_HOME_261,item_SPORT_612,item_CLOTH_900,item_HOME_446,item_FOOD_259,item_SPORT_661,item_CLOTH_509,item_FOOD_282,item_HOME_167,item_BEAUTY_966,item_SPORT_377,item_SPORT_792,item_BEAUTY_391",0,0
1591010,item_HOME_460,M,Guangzhou,Web,organic,25-34,5,0.14026290904354596,286.1957912880908,0.1878068430658042,76.06142882149356,"item_ELEC_546,item_ELEC_525,item_SPORT_815,item_SPORT_839,item_BEAUTY_939,item_HOME_251,item_BEAUTY_501,item_CLOTH_697",1,0
1813382,item_SPORT_475,M,Shanghai,iOS,other,18-24,3,0.2176547969799121,210.49745650963848,0.08731750631159062,32.14675369443902,"item_BEAUTY_378,item_ELEC_796,item_CLOTH_727,item_HOME_397,item_HOME_577,item_CLOTH_647,item_SPORT_372,item_BEAUTY_551,item_SPORT_466,item_SPORT_385,item_SPORT_405,item_HOME_932,item_FOOD_725,item_BEAUTY_457,item_ELEC_720,item_CLOTH_630,item_CLOTH_225,item_CLOTH_340",0,0
1395627,item_BEAUTY_616,F,Beijing,Web,push,>=55,1,0.1005380181473058,315.2571417525012,0.14821016463711742,49.77571860923593,"item_ELEC_902,item_ELEC_629,item_SPORT_281",0,0
1018348,item_ELEC_133,F,Beijing,iOS,ad,45-54,6,0.4478405292213947,242.25033454772037,0.16324764054848834,14.615885392738026,"item_FOOD_388,item_ELEC_253,item_ELEC_896,item_BEAUTY_638,item_CLOTH_147,item_HOME_419,item_HOME_904,item_SPORT_525,item_HOME_153,item_FOOD_614,item_ELEC_951,item_CLOTH_718,item_BEAUTY_251,item_FOOD_407,item_CLOTH_814,item_BEAUTY_979,item_FOOD_897",0,0
1976250,item_CLOTH_964,F,Hangzhou,Web,push,<18,2,0.3359041989516912,151.30861128004466,0.4369807402090035,45.243383774339755,"item_BEAUTY_148,item_CLOTH_878,item_BEAUTY_527,item_FOOD_179,item_ELEC_297,item_SPORT_788,item_BEAUTY_651,item_BEAUTY_170,item_ELEC_990,item_CLOTH_874,item_SPORT_559,item_CLOTH_661,item_CLOTH_398,item_SPORT_770,item_HOME_693,item_ELEC_722,item_CLOTH_219,item_HOME_811,item_ELEC_595,item_ELEC_122,item_CLOTH_998,item_SPORT_729,item_FOOD_552,item_ELEC_128,item_BEAUTY_761,item_BEAUTY_641,item_HOME_413,item_BEAUTY_846,item_ELEC_551,item_HOME_658",1,0
1449978,item_HOME_694,Unknown,Shanghai,iOS,organic,25-34,4,0.055928718164531446,190.13572277700075,0.09716416783125383,36.058988838491274,"item_SPORT_360,item_CLOTH_813,item_BEAUTY_244,item_BEAUTY_632,item_HOME_414,item_CLOTH_794,item_HOME_820,item_SPORT_186,item_BEAUTY_501,item_HOME_463,item_ELEC_304,item_CLOTH_112,item_FOOD_603",0,0
1027276,item_HOME_315,M,Guangzhou,Web,ad,25-34,4,0.26542085652049274,159.76177089565354,0.1434802460028444,37.78350730008263,"item_BEAUTY_127,item_SPORT_467,item_HOME_639,item_SPORT_555,item_HOME_189,item_FOOD_112,item_ELEC_886,item_CLOTH_576,item_CLOTH_180,item_HOME_169,item_FOOD_991,item_CLOTH_243,item_ELEC_702,item_CLOTH_218,item_SPORT_966,item_SPORT_609,item_CLOTH_324,item_SPORT_951,item_HOME_656,item_SPORT_834,item_HOME_825,item_CLOTH_512,item_FOOD_295,item_FOOD_245,item_ELEC_543,item_ELEC_630,item_ELEC_524,item_SPORT_438,item_CLOTH_202",0,0
1201197,item_BEAUTY_367,M,Hangzhou,Android,ad,18-24,4,0.15311860710114514,10.0,0.3230367598676394,24.71813827752602,"item_FOOD_379,item_FOOD_366,item_ELEC_559,item_ELEC_145,item_HOME_874,item_ELEC_185,item_HOME_764,item_HOME_182,item_FOOD_933,item_CLOTH_593,item_FOOD_419,item_ELEC_447,item_BEAUTY_708,item_SPORT_410,item_BEAUTY_475,item_HOME_535,item_FOOD_368,item_FOOD_732,item_CLOTH_387,item_HOME_505,item_CLOTH_943,item_HOME_330",0,0
