log_time,user_id,item_id,gender,age_bucket,city,device,channel,category,brand,price,impression_position,user_active_days_7,user_ctr,text_desc,click,conversion
2025-12-04 04:58:00,10429,item_CLOT_00659,M,18-24,Beijing,iOS,recommendation,Clothing,StyleCo,515.87,3,0,0.08,Polo shirt gray oversized casual style,0,0
2025-12-09 12:53:00,10429,item_FOOD_00981,M,18-24,Beijing,iOS,recommendation,Food,PureLife,434.32,2,0,0.08,Organic granola high protein premium quality with almonds,0,0
2025-11-17 11:13:00,10430,item_ELEC_00119,F,55+,Chengdu,Web,recommendation,Electronics,SoundMax,507.98,10,4,0.09,Tablet black with touch controls USB-C,0,0
2025-12-11 02:26:00,10430,item_ELEC_00050,F,55+,Chengdu,Web,organic,Electronics,SoundMax,981.23,9,4,0.09,Keyboard Lightning port sweatproof,1,1
2025-11-26 06:23:00,10431,item_HOME_01248,F,25-34,Guangzhou,iOS,ad,Home,BrandY,265.5,4,0,0.07,Cushion with armrests premium quality compact size,0,0
2025-11-27 16:47:00,10431,item_ELEC_00066,F,25-34,Guangzhou,iOS,organic,Electronics,EliteGear,124.76,2,0,0.07,Smart watch blue wireless charging Lightning port,0,0
2025-11-29 03:57:00,10431,item_ELEC_00219,F,25-34,Guangzhou,iOS,ad,Electronics,BrandA,472.17,1,0,0.07,Phone case waterproof IPX7 premium sound fast charging,0,0
2025-12-06 12:18:00,10431,item_ELEC_00257,F,25-34,Guangzhou,iOS,recommendation,Electronics,SoundMax,1056.66,3,0,0.07,Power bank red premium sound wireless charging shockproof,0,0
2025-12-11 08:53:00,10431,item_FOOD_00775,F,25-34,Guangzhou,iOS,recommendation,Food,BrandZ,325.11,9,0,0.07,Coffee beans high protein locally sourced with chia seeds,0,0
2025-11-16 09:16:00,10432,item_SPOR_01824,M,18-24,Beijing,Web,ad,Sports,BrandS,118.11,10,7,0.26,Foam roller breathable material unisex design for training,0,0
2025-11-25 20:09:00,10432,item_SPOR_01846,M,18-24,Beijing,Web,search,Sports,ProSport,968.53,1,7,0.26,Sports watch purple for running moisture-wicking ergonomic grip,1,1
2025-12-09 05:49:00,10432,item_SPOR_01857,M,18-24,Beijing,Web,recommendation,Sports,ProSport,544.28,10,7,0.26,Water bottle for yoga anti-slip durable construction,0,0
2025-11-12 01:38:00,10433,item_SPOR_01698,M,18-24,Shenzhen,Android,ad,Sports,BrandU,267.56,2,2,0.26,Running shoes youth size for running portable design,0,0
2025-11-15 02:20:00,10433,item_HOME_01041,M,18-24,Shenzhen,Android,push,Home,BrandY,88.4,8,2,0.26,Cushion large capacity rustic charm handcrafted,0,0
2025-11-15 02:28:00,10433,item_BEAU_01511,M,18-24,Shenzhen,Android,search,Beauty,BrandN,467.81,1,2,0.26,Cleanser hydrating formula with hyaluronic acid,1,0
2025-11-18 08:47:00,10433,item_CLOT_00506,M,18-24,Shenzhen,Android,search,Clothing,ClassicFit,163.0,7,2,0.26,Sweater burgundy business casual pullover style short sleeve,0,0
2025-11-29 01:10:00,10433,item_CLOT_00601,M,18-24,Shenzhen,Android,push,Clothing,BrandD,205.88,6,2,0.26,Jacket sleeveless with zipper slim fit,0,0
2025-11-30 13:39:00,10433,item_BEAU_01563,M,18-24,Shenzhen,Android,organic,Beauty,BeautyEssence,813.33,4,2,0.26,Sunscreen for all skin types 30ml travel size,0,0
2025-12-07 00:20:00,10433,item_SPOR_01774,M,18-24,Shenzhen,Android,ad,Sports,BrandS,482.79,9,2,0.26,Water bottle neon green women's fit professional grade for yoga,0,0
2025-12-09 04:32:00,10433,item_BEAU_01371,M,18-24,Shenzhen,Android,search,Beauty,GlowLab,358.19,7,2,0.26,Essence cruelty-free with vitamin C jumbo size,1,0
2025-11-28 03:55:00,10434,item_ELEC_00320,M,35-44,Chengdu,Android,push,Electronics,TechPro,409.05,7,6,0.11,Phone case red USB-C sweatproof with touch controls,0,0
2025-12-07 02:49:00,10435,item_CLOT_00527,F,18-24,Shenzhen,Web,recommendation,Clothing,StyleCo,85.51,1,3,0.26,Hoodie black with buttons breathable fabric,0,0
2025-11-20 15:03:00,10436,item_SPOR_01998,F,18-24,Hangzhou,Web,organic,Sports,ProSport,421.01,4,6,0.27,Foam roller for running women's fit moisture-wicking,0,0
2025-11-20 16:03:00,10436,item_CLOT_00543,F,18-24,Hangzhou,Web,search,Clothing,UrbanWear,147.0,9,6,0.27,Hoodie white oversized business casual,0,0
2025-11-27 21:54:00,10436,item_CLOT_00379,F,18-24,Hangzhou,Web,push,Clothing,BrandD,914.92,2,6,0.27,Blazer athletic fit business casual,0,0
2025-12-06 04:49:00,10436,item_ELEC_00102,F,18-24,Hangzhou,Web,push,Electronics,BrandX,853.07,2,6,0.27,Wireless mouse red ultra HD shockproof,1,0
2025-11-13 15:02:00,10437,item_BEAU_01540,M,18-24,Beijing,Web,organic,Beauty,BeautyEssence,149.74,9,5,0.18,Cleanser with retinol jumbo size for oily skin,0,0
2025-11-21 06:08:00,10437,item_FOOD_00857,M,18-24,Beijing,Web,push,Food,BrandC,485.51,3,5,0.18,Coffee beans with chia seeds low sugar 250g pack,0,0
2025-11-29 23:15:00,10437,item_ELEC_00052,M,18-24,Beijing,Web,ad,Electronics,BrandA,825.45,6,5,0.18,Keyboard silver with touch controls waterproof IPX7,0,0
2025-12-01 09:45:00,10437,item_CLOT_00488,M,18-24,Beijing,Web,recommendation,Clothing,UrbanWear,227.25,9,5,0.18,Hoodie navy with pockets casual style,0,0
2025-12-04 15:56:00,10437,item_SPOR_01800,M,18-24,Beijing,Web,search,Sports,ProSport,430.23,5,5,0.18,Sports watch red moisture-wicking men's fit professional grade,0,0
2025-12-07 10:56:00,10437,item_HOME_01323,M,18-24,Beijing,Web,recommendation,Home,HomeComfort,327.54,10,5,0.18,Picture frame ergonomic design multi-functional with LED light,0,0
2025-12-11 07:12:00,10437,item_BEAU_01644,M,18-24,Beijing,Web,search,Beauty,PureSkin,248.97,7,5,0.18,Eye cream fragrance-free with niacinamide,0,0
2025-11-15 12:22:00,10438,item_FOOD_00921,F,25-34,Hangzhou,Web,organic,Food,BrandC,889.77,3,5,0.13,Dried fruits fair trade organic certified,0,0
2025-11-19 14:47:00,10438,item_FOOD_00811,F,25-34,Hangzhou,Web,ad,Food,GreenChoice,101.41,7,5,0.13,Olive oil with chia seeds premium quality organic certified,0,0
2025-11-26 01:16:00,10438,item_SPOR_01800,F,25-34,Hangzhou,Web,push,Sports,ProSport,365.35,8,5,0.13,Sports watch red moisture-wicking men's fit professional grade,0,0
2025-12-02 08:25:00,10438,item_SPOR_01900,F,25-34,Hangzhou,Web,ad,Sports,BrandU,502.29,9,5,0.13,Sports watch professional grade lightweight,0,0
2025-11-26 10:49:00,10439,item_SPOR_01679,F,18-24,Shanghai,iOS,push,Sports,ProSport,115.96,9,3,0.19,Sports watch moisture-wicking ergonomic grip women's fit,1,0
2025-12-06 18:49:00,10439,item_FOOD_00892,F,18-24,Shanghai,iOS,ad,Food,BrandC,151.19,9,3,0.19,Coffee beans 500g pack with almonds high fiber,1,1
2025-12-09 01:47:00,10439,item_BEAU_01428,F,18-24,Shanghai,iOS,push,Beauty,BrandN,437.44,7,3,0.19,Lip balm with vitamin C 30ml travel size,1,0
2025-12-12 05:17:00,10439,item_SPOR_01755,F,18-24,Shanghai,iOS,ad,Sports,FitGear,609.53,7,3,0.19,Water bottle quick-dry for CrossFit,0,0
2025-11-12 05:36:00,10440,item_BEAU_01630,F,18-24,Hangzhou,Android,ad,Beauty,BrandN,643.14,10,2,0.02,Moisturizer brightening for oily skin 50ml bottle,0,0
2025-11-20 13:03:00,10440,item_ELEC_00090,F,18-24,Hangzhou,Android,ad,Electronics,TechPro,761.77,3,2,0.02,USB cable black ultra HD with transparency mode dustproof,0,0
2025-12-01 18:38:00,10440,item_SPOR_01987,F,18-24,Hangzhou,Android,ad,Sports,BrandU,887.37,7,2,0.02,Jump rope red portable design durable construction,0,0
2025-12-10 13:48:00,10440,item_ELEC_00013,F,18-24,Hangzhou,Android,push,Electronics,TechPro,627.62,6,2,0.02,Keyboard blue dustproof Bluetooth 5.0 48h battery,0,0
2025-11-12 08:22:00,10441,item_BEAU_01592,F,18-24,Chengdu,iOS,search,Beauty,BrandN,265.63,10,4,0.04,Moisturizer soothing dermatologist tested,0,0
2025-11-15 06:18:00,10441,item_SPOR_01670,F,18-24,Chengdu,iOS,recommendation,Sports,FitGear,748.95,8,4,0.04,Sports watch cushioned sole breathable material,0,0
2025-11-16 06:03:00,10441,item_FOOD_00846,F,18-24,Chengdu,iOS,ad,Food,BrandC,619.23,2,4,0.04,Coffee beans gluten-free with coconut vitamin enriched,0,0
2025-11-21 01:15:00,10441,item_BEAU_01348,F,18-24,Chengdu,iOS,organic,Beauty,GlowLab,919.94,3,4,0.04,Essence dermatologist tested 100ml bottle with retinol,0,0
2025-11-22 03:56:00,10441,item_SPOR_01693,F,18-24,Chengdu,iOS,search,Sports,BrandS,508.55,4,4,0.04,Jump rope unisex design lightweight quick-dry,0,0
2025-11-23 06:25:00,10441,item_CLOT_00511,F,18-24,Chengdu,iOS,push,Clothing,UrbanWear,719.79,9,4,0.04,Blazer moisture-wicking with pockets,0,0
2025-12-03 16:35:00,10441,item_SPOR_01871,F,18-24,Chengdu,iOS,push,Sports,BrandS,626.04,10,4,0.04,Foam roller cushioned sole ergonomic grip breathable material,0,0
2025-12-09 01:59:00,10441,item_SPOR_01807,F,18-24,Chengdu,iOS,recommendation,Sports,BrandU,912.87,3,4,0.04,Foam roller cushioned sole professional grade for training,0,0
2025-11-23 03:50:00,10442,item_HOME_01119,F,18-24,Shenzhen,iOS,ad,Home,BrandY,204.62,8,7,0.14,Storage box modern style handcrafted with armrests,0,0
2025-11-28 00:41:00,10442,item_BEAU_01607,F,18-24,Shenzhen,iOS,search,Beauty,BrandQ,76.96,4,7,0.14,Cleanser for dry skin anti-aging with vitamin C,1,0
2025-11-28 04:20:00,10442,item_CLOT_00379,F,18-24,Shenzhen,iOS,search,Clothing,BrandD,992.43,1,7,0.14,Blazer athletic fit business casual,0,0
2025-11-29 14:33:00,10442,item_HOME_01315,F,18-24,Shenzhen,iOS,search,Home,CozySpace,793.32,9,7,0.14,Cushion black ergonomic design compact size handcrafted,0,0
2025-12-02 16:55:00,10442,item_BEAU_01373,F,18-24,Shenzhen,iOS,recommendation,Beauty,BrandQ,59.37,7,7,0.14,Essence for all skin types soothing dermatologist tested,0,0
2025-11-19 13:41:00,10443,item_ELEC_00190,M,55+,Guangzhou,Android,search,Electronics,BrandA,379.95,8,7,0.08,Bluetooth headphones white with touch controls HD quality,0,0
2025-11-27 13:19:00,10443,item_ELEC_00052,M,55+,Guangzhou,Android,organic,Electronics,BrandA,606.52,8,7,0.08,Keyboard silver with touch controls waterproof IPX7,0,0
2025-11-14 04:12:00,10444,item_SPOR_01743,M,18-24,Shenzhen,Android,organic,Sports,BrandS,224.74,9,7,0.07,Dumbbell set black quick-dry for CrossFit,1,1
2025-11-16 22:08:00,10444,item_FOOD_00940,M,18-24,Shenzhen,Android,ad,Food,BrandZ,286.23,5,7,0.07,Organic granola artisan made 1kg pack vitamin enriched,0,0
2025-11-17 22:22:00,10444,item_SPOR_01940,M,18-24,Shenzhen,Android,recommendation,Sports,BrandS,131.74,6,7,0.07,Yoga mat red professional grade quick-dry cushioned sole,0,0
2025-11-18 22:06:00,10444,item_SPOR_01925,M,18-24,Shenzhen,Android,organic,Sports,BrandU,108.44,8,7,0.07,Foam roller purple breathable material unisex design,0,0
2025-11-19 03:48:00,10444,item_SPOR_01730,M,18-24,Shenzhen,Android,push,Sports,ProSport,1121.73,5,7,0.07,Sports watch red lightweight for running,0,0
2025-11-23 12:12:00,10444,item_SPOR_01826,M,18-24,Shenzhen,Android,search,Sports,BrandS,161.56,7,7,0.07,Running shoes unisex design moisture-wicking durable construction,1,0
2025-11-28 12:56:00,10444,item_SPOR_01722,M,18-24,Shenzhen,Android,ad,Sports,ActiveLife,466.96,5,7,0.07,Sports watch youth size for CrossFit,1,0
2025-12-03 08:50:00,10444,item_SPOR_01721,M,18-24,Shenzhen,Android,recommendation,Sports,FitGear,936.41,8,7,0.07,Compression socks gray moisture-wicking unisex design for CrossFit,0,0
2025-12-04 17:56:00,10444,item_SPOR_01729,M,18-24,Shenzhen,Android,search,Sports,ProSport,477.64,3,7,0.07,Compression socks durable construction men's fit,0,0
2025-12-08 16:33:00,10444,item_BEAU_01375,M,18-24,Shenzhen,Android,search,Beauty,BeautyEssence,647.51,1,7,0.07,Eye cream for sensitive skin anti-aging,0,0
2025-11-15 18:19:00,10445,item_FOOD_00675,F,18-24,Chengdu,iOS,search,Food,BrandZ,287.97,1,5,0.09,Coffee beans locally sourced with almonds vitamin enriched,0,0
2025-11-17 10:37:00,10445,item_SPOR_01752,F,18-24,Chengdu,iOS,organic,Sports,ActiveLife,294.58,10,5,0.09,Jump rope neon green men's fit durable construction for CrossFit,1,0
2025-11-17 11:24:00,10445,item_FOOD_00667,F,18-24,Chengdu,iOS,recommendation,Food,BrandC,536.28,4,5,0.09,Olive oil vitamin enriched with coconut gluten-free,1,0
2025-11-17 13:50:00,10445,item_ELEC_00194,F,18-24,Chengdu,iOS,organic,Electronics,BrandX,570.78,2,5,0.09,USB cable with transparency mode 24h battery premium sound,0,0
2025-11-21 01:54:00,10445,item_ELEC_00298,F,18-24,Chengdu,iOS,recommendation,Electronics,BrandX,16.53,2,5,0.09,Webcam Lightning port 4K resolution dustproof,0,0
2025-12-02 23:32:00,10445,item_BEAU_01450,F,18-24,Chengdu,iOS,organic,Beauty,GlowLab,381.75,5,5,0.09,Lip balm with hyaluronic acid hydrating formula,0,0
2025-11-22 21:39:00,10446,item_BEAU_01544,M,45-54,Shanghai,Web,recommendation,Beauty,BrandN,411.09,3,2,0.22,Face mask 30ml travel size for sensitive skin,0,0
2025-11-24 11:03:00,10446,item_CLOT_00363,M,45-54,Shanghai,Web,recommendation,Clothing,StyleCo,676.34,3,2,0.22,Sweater burgundy classic design soft cotton with buttons,0,0
2025-11-29 19:03:00,10446,item_CLOT_00507,M,45-54,Shanghai,Web,organic,Clothing,BrandD,802.55,10,2,0.22,Cardigan black slim fit casual style long sleeve,0,0
2025-12-06 00:34:00,10446,item_HOME_01324,M,45-54,Shanghai,Web,search,Home,BrandY,517.33,6,2,0.22,Cushion walnut eco-friendly with LED light adjustable height,0,0
2025-11-14 17:36:00,10447,item_BEAU_01509,F,45-54,Guangzhou,Web,ad,Beauty,BrandN,346.01,7,4,0.25,Facial serum for all skin types dermatologist tested with niacinamide,0,0
2025-11-21 14:30:00,10447,item_FOOD_00921,F,45-54,Guangzhou,Web,ad,Food,BrandC,773.46,2,4,0.25,Dried fruits fair trade organic certified,0,0
2025-11-25 20:57:00,10447,item_ELEC_00046,F,45-54,Guangzhou,Web,recommendation,Electronics,BrandX,682.31,10,4,0.25,USB cable USB-C 48h battery with ANC,1,0
2025-11-28 11:31:00,10447,item_BEAU_01589,F,45-54,Guangzhou,Web,search,Beauty,BeautyEssence,1034.86,8,4,0.25,Lip balm dermatologist tested 30ml travel size,0,0
2025-12-04 14:25:00,10447,item_FOOD_00849,F,45-54,Guangzhou,Web,ad,Food,NatureBest,211.84,9,4,0.25,Dried fruits 250g pack artisan made with coconut,0,0
2025-11-13 08:09:00,10448,item_SPOR_01755,F,35-44,Hangzhou,Android,organic,Sports,FitGear,586.31,1,4,0.15,Water bottle quick-dry for CrossFit,0,0
2025-11-13 09:43:00,10448,item_ELEC_00182,F,35-44,Hangzhou,Android,recommendation,Electronics,BrandA,14.15,1,4,0.15,Bluetooth headphones 4K resolution Lightning port waterproof IPX7,0,0
2025-11-16 23:42:00,10448,item_FOOD_00688,F,35-44,Hangzhou,Android,recommendation,Food,GreenChoice,94.24,3,4,0.15,Protein bar non-GMO with mixed berries,0,0
2025-11-19 20:51:00,10448,item_CLOT_00659,F,35-44,Hangzhou,Android,push,Clothing,StyleCo,540.46,1,4,0.15,Polo shirt gray oversized casual style,0,0
2025-11-22 12:50:00,10448,item_BEAU_01584,F,35-44,Hangzhou,Android,ad,Beauty,BrandN,124.91,9,4,0.15,Lip balm 50ml bottle with hyaluronic acid,0,0
2025-11-28 06:29:00,10448,item_HOME_01002,F,35-44,Hangzhou,Android,recommendation,Home,BrandY,429.23,2,4,0.15,Clock large capacity vintage style with armrests,0,0
2025-12-01 01:15:00,10448,item_SPOR_01889,F,35-44,Hangzhou,Android,organic,Sports,BrandS,573.47,9,4,0.15,Resistance bands cushioned sole adjustable strap,1,1
2025-11-22 23:37:00,10449,item_SPOR_01945,M,18-24,Hangzhou,Android,recommendation,Sports,BrandS,117.4,2,3,0.18,Yoga mat youth size lightweight for training,0,0
2025-11-24 11:58:00,10449,item_HOME_01186,M,18-24,Hangzhou,Android,push,Home,BrandB,51.2,8,3,0.18,Cushion walnut adjustable height eco-friendly large capacity,0,0
2025-11-25 01:52:00,10449,item_ELEC_00293,M,18-24,Hangzhou,Android,recommendation,Electronics,SoundMax,313.57,2,3,0.18,USB cable blue with transparency mode Bluetooth 5.0,0,0
2025-12-08 03:12:00,10449,item_BEAU_01456,M,18-24,Hangzhou,Android,ad,Beauty,BrandN,391.97,10,3,0.18,Night cream for all skin types fragrance-free anti-aging,0,0
2025-11-25 18:46:00,10450,item_CLOT_00584,F,55+,Shenzhen,Web,search,Clothing,ClassicFit,302.36,7,3,0.11,Sweater long sleeve with zipper breathable fabric,0,0
2025-11-27 12:31:00,10450,item_HOME_01146,F,55+,Shenzhen,Web,organic,Home,BrandY,537.4,5,3,0.11,Picture frame durable material space-saving,0,0
2025-11-30 09:09:00,10450,item_HOME_01022,F,55+,Shenzhen,Web,recommendation,Home,ModernLiving,752.2,2,3,0.11,Throw blanket durable material vintage style,0,0
2025-12-10 19:17:00,10450,item_FOOD_00952,F,55+,Shenzhen,Web,search,Food,PureLife,332.29,7,3,0.11,Dried fruits with coconut high protein,0,0
2025-11-28 09:27:00,10452,item_FOOD_00827,F,45-54,Shenzhen,Web,search,Food,NatureBest,359.21,9,6,0.22,Green tea with mixed berries artisan made high protein,0,0
2025-12-01 07:50:00,10452,item_BEAU_01663,F,45-54,Shenzhen,Web,search,Beauty,GlowLab,396.27,4,6,0.22,Facial serum for dry skin hydrating formula with retinol,0,0
2025-11-12 13:09:00,10453,item_SPOR_01791,M,35-44,Beijing,Android,ad,Sports,ProSport,101.51,1,5,0.21,Water bottle black quick-dry durable construction,0,0
2025-11-18 04:42:00,10453,item_HOME_01273,M,35-44,Beijing,Android,ad,Home,BrandB,632.52,4,5,0.21,Clock large capacity with armrests,0,0
2025-11-30 03:15:00,10453,item_FOOD_00785,M,35-44,Beijing,Android,recommendation,Food,BrandC,542.16,1,5,0.21,Coffee beans with chia seeds 500g pack premium quality,0,0
2025-11-30 13:45:00,10453,item_CLOT_00345,M,35-44,Beijing,Android,push,Clothing,StyleCo,866.26,5,5,0.21,Shorts oversized with pockets,0,0
2025-11-13 09:34:00,10454,item_SPOR_01695,M,45-54,Shenzhen,iOS,push,Sports,FitGear,667.25,4,2,0.27,Compression socks arch support anti-slip youth size,1,0
2025-11-22 05:46:00,10454,item_SPOR_01692,M,45-54,Shenzhen,iOS,push,Sports,FitGear,239.75,3,2,0.27,Running shoes gray adjustable strap lightweight for running,0,0
2025-11-12 15:15:00,10455,item_FOOD_00759,F,25-34,Beijing,iOS,search,Food,BrandC,441.33,9,7,0.26,Organic granola gluten-free low sugar,0,0
2025-11-13 06:55:00,10455,item_ELEC_00133,F,25-34,Beijing,iOS,ad,Electronics,TechPro,153.19,4,7,0.26,Wireless mouse silver fast charging USB-C ultra HD,0,0
2025-11-16 17:15:00,10455,item_ELEC_00212,F,25-34,Beijing,iOS,push,Electronics,BrandX,650.09,9,7,0.26,Smart watch blue with voice assistant 48h battery HD quality,1,0
2025-11-19 21:35:00,10455,item_CLOT_00385,F,25-34,Beijing,iOS,organic,Clothing,BrandD,52.73,7,7,0.26,Hoodie olive athletic fit 3/4 sleeve,0,0
2025-11-15 13:55:00,10456,item_FOOD_00864,F,25-34,Shanghai,Android,organic,Food,BrandZ,355.52,1,2,0.15,Dark chocolate locally sourced vegan high fiber,0,0
2025-11-22 23:51:00,10456,item_SPOR_01802,F,25-34,Shanghai,Android,ad,Sports,BrandU,526.83,3,2,0.15,Sports watch durable construction breathable material,0,0
2025-12-02 17:03:00,10456,item_SPOR_01819,F,25-34,Shanghai,Android,recommendation,Sports,ProSport,404.75,10,2,0.15,Sports watch neon green durable construction youth size,0,0
2025-12-03 01:32:00,10456,item_SPOR_01940,F,25-34,Shanghai,Android,recommendation,Sports,BrandS,108.83,5,2,0.15,Yoga mat red professional grade quick-dry cushioned sole,0,0
2025-12-10 19:47:00,10456,item_SPOR_01905,F,25-34,Shanghai,Android,push,Sports,BrandS,185.07,7,2,0.15,Running shoes purple quick-dry arch support,0,0
2025-11-20 14:40:00,10457,item_CLOT_00589,F,35-44,Guangzhou,Web,ad,Clothing,UrbanWear,396.2,4,2,0.28,Blazer streetwear 3/4 sleeve,0,0
2025-11-13 09:58:00,10458,item_ELEC_00003,M,18-24,Shenzhen,iOS,recommendation,Electronics,SoundMax,598.46,5,7,0.24,Keyboard silver 24h battery 4K resolution,1,1
2025-11-14 23:38:00,10458,item_FOOD_00768,M,18-24,Shenzhen,iOS,search,Food,BrandC,183.54,1,7,0.24,Dried fruits artisan made vegan,1,1
2025-11-20 16:42:00,10458,item_ELEC_00195,M,18-24,Shenzhen,iOS,organic,Electronics,SoundMax,1131.37,4,7,0.24,Bluetooth headphones with touch controls 4K resolution fast charging,1,0
2025-11-26 07:17:00,10458,item_ELEC_00225,M,18-24,Shenzhen,iOS,ad,Electronics,BrandA,1105.05,3,7,0.24,Phone case waterproof IPX7 USB-C,0,0
2025-11-18 00:12:00,10459,item_SPOR_01854,F,45-54,Shenzhen,iOS,ad,Sports,FitGear,579.69,4,5,0.23,Compression socks breathable material for yoga youth size,0,0
2025-11-26 08:47:00,10459,item_SPOR_01722,F,45-54,Shenzhen,iOS,push,Sports,ActiveLife,514.38,8,5,0.23,Sports watch youth size for CrossFit,0,0
2025-12-01 21:03:00,10459,item_ELEC_00302,F,45-54,Shenzhen,iOS,recommendation,Electronics,EliteGear,150.72,9,5,0.23,Webcam USB-C with voice assistant,0,0
2025-12-03 17:03:00,10459,item_SPOR_01845,F,45-54,Shenzhen,iOS,organic,Sports,ProSport,586.33,7,5,0.23,Compression socks black cushioned sole women's fit professional grade,0,0
2025-12-07 08:51:00,10459,item_CLOT_00664,F,45-54,Shenzhen,iOS,search,Clothing,BrandM,764.05,9,5,0.23,Shorts white slim fit sleeveless with zipper,0,0
2025-11-20 13:51:00,10460,item_BEAU_01490,F,35-44,Hangzhou,iOS,push,Beauty,BrandQ,636.06,3,6,0.13,Moisturizer anti-aging dermatologist tested with retinol,0,0
2025-12-08 19:56:00,10460,item_CLOT_00486,F,35-44,Hangzhou,iOS,search,Clothing,BrandM,191.89,8,6,0.13,Cardigan pullover style sleeveless,0,0
2025-11-15 11:04:00,10461,item_CLOT_00374,F,55+,Shanghai,Web,recommendation,Clothing,BrandM,513.15,4,2,0.3,Hoodie sleeveless with zipper,1,0
2025-12-03 04:34:00,10461,item_FOOD_00944,F,55+,Shanghai,Web,organic,Food,GreenChoice,90.22,3,2,0.3,Honey premium quality 1kg pack with coconut,0,0
2025-12-06 20:08:00,10461,item_ELEC_00254,F,55+,Shanghai,Web,recommendation,Electronics,BrandX,794.8,3,2,0.3,Power bank Lightning port fast charging HD quality,0,0
2025-11-15 00:42:00,10462,item_SPOR_01823,M,45-54,Shanghai,Web,ad,Sports,BrandU,98.61,8,0,0.19,Foam roller quick-dry cushioned sole for running,0,0
2025-11-15 21:51:00,10462,item_HOME_01139,M,45-54,Shanghai,Web,recommendation,Home,ModernLiving,682.0,3,0,0.19,Storage box gray vintage style durable material ergonomic design,0,0
2025-11-20 05:00:00,10462,item_FOOD_00686,M,45-54,Shanghai,Web,ad,Food,NatureBest,426.71,5,0,0.19,Dried fruits high fiber with mixed berries,1,1
2025-11-26 20:58:00,10462,item_HOME_01201,M,45-54,Shanghai,Web,ad,Home,BrandB,169.69,9,0,0.19,Office chair black contemporary modern style eco-friendly,0,0
2025-12-04 04:17:00,10462,item_HOME_01234,M,45-54,Shanghai,Web,organic,Home,HomeComfort,655.87,2,0,0.19,Office chair modern style easy assembly,0,0
2025-12-04 11:19:00,10462,item_HOME_01139,M,45-54,Shanghai,Web,recommendation,Home,ModernLiving,574.95,9,0,0.19,Storage box gray vintage style durable material ergonomic design,1,0
2025-12-04 17:15:00,10462,item_HOME_01317,M,45-54,Shanghai,Web,search,Home,BrandB,345.12,1,0,0.19,Cushion large capacity durable material,1,0
2025-11-27 18:46:00,10463,item_CLOT_00533,F,55+,Guangzhou,Android,recommendation,Clothing,ClassicFit,794.18,1,4,0.2,Jacket streetwear with buttons,0,0
2025-11-28 08:12:00,10463,item_BEAU_01405,F,55+,Guangzhou,Android,ad,Beauty,BrandN,623.92,6,4,0.2,Eye cream fragrance-free with retinol for oily skin,0,0
2025-11-12 22:17:00,10464,item_ELEC_00239,F,45-54,Hangzhou,Android,organic,Electronics,TechPro,493.19,5,3,0.18,Wireless earbuds blue dustproof fast charging with voice assistant,0,0
2025-12-04 00:43:00,10464,item_HOME_01007,F,45-54,Hangzhou,Android,ad,Home,BrandY,42.98,4,3,0.18,Storage box walnut with armrests compact size handcrafted,0,0
2025-12-09 02:43:00,10464,item_ELEC_00148,F,45-54,Hangzhou,Android,organic,Electronics,BrandA,91.99,2,3,0.18,Keyboard red with voice assistant premium sound,0,0
2025-11-19 23:45:00,10465,item_BEAU_01470,F,25-34,Hangzhou,Web,ad,Beauty,BeautyEssence,108.7,5,6,0.18,Night cream soothing with niacinamide for all skin types,0,0
2025-11-22 01:11:00,10465,item_CLOT_00454,F,25-34,Hangzhou,Web,search,Clothing,ClassicFit,225.55,8,6,0.18,Sweater navy moisture-wicking business casual athletic fit,0,0
2025-12-02 08:32:00,10465,item_CLOT_00505,F,25-34,Hangzhou,Web,ad,Clothing,UrbanWear,307.63,2,6,0.18,Cotton t-shirt beige athletic fit classic design,0,0
2025-12-04 17:14:00,10465,item_HOME_01288,F,25-34,Hangzhou,Web,ad,Home,CozySpace,453.5,10,6,0.18,Candle large capacity minimalist design,0,0
2025-12-04 22:29:00,10465,item_SPOR_01889,F,25-34,Hangzhou,Web,ad,Sports,BrandS,648.48,9,6,0.18,Resistance bands cushioned sole adjustable strap,0,0
2025-12-08 03:48:00,10465,item_FOOD_00716,F,25-34,Hangzhou,Web,organic,Food,GreenChoice,551.21,5,6,0.18,Protein bar vegan locally sourced high fiber,0,0
2025-11-18 14:16:00,10466,item_HOME_01181,F,45-54,Hangzhou,iOS,search,Home,BrandB,325.92,8,0,0.02,Picture frame black eco-friendly with LED light,0,0
2025-11-22 21:14:00,10466,item_SPOR_01971,F,45-54,Hangzhou,iOS,organic,Sports,ActiveLife,500.87,6,0,0.02,Yoga mat arch support women's fit,0,0
2025-11-27 09:31:00,10466,item_HOME_01270,F,45-54,Hangzhou,iOS,search,Home,HomeComfort,202.46,10,0,0.02,Picture frame handcrafted with LED light large capacity,0,0
2025-11-30 18:54:00,10466,item_HOME_01023,F,45-54,Hangzhou,iOS,push,Home,BrandB,544.85,6,0,0.02,Throw blanket multi-functional contemporary,0,0
2025-12-01 18:21:00,10466,item_HOME_01104,F,45-54,Hangzhou,iOS,search,Home,CozySpace,454.8,6,0,0.02,Candle with LED light space-saving,0,0
2025-12-05 04:45:00,10466,item_BEAU_01566,F,45-54,Hangzhou,iOS,organic,Beauty,BrandN,280.81,8,0,0.02,Sunscreen soothing for dry skin 50ml bottle,0,0
